license_plate,Model,Vin,Purchase_date,OwnerID
Â³T18643,Model C,KENB08QW0ZTEEAS75,2021/12/8,31
¸ÊV95131,Model B,PTOBLB8M58ARPOTDQ,2020/5/20,73
¹óH69757,Model C,41EXMYF745G66DH6X,2016/4/1,98
ºÚM34582,Model C,JTLMF0AEWAY4JY24X,2015/12/27,84
Â³P30676,Model A,0Y5O4PNWS60YCFQRB,2023/5/6,30
¶õN53248,Model C,YYHLEJZHEEUS5P0O7,2023/1/4,55
ÃÉG64789,Model A,VDIT1AXP4W79GGWIG,2020/8/3,31
¼½Y62267,Model D,THS69OZD5YWUQR4WL,2016/10/22,12
ÔÆL96842,Model B,UJTTLEFZGPZ886DOF,2015/11/4,18
ÐÂJ89131,Model C,0L8U2IQKFAW4J3IQ4,2021/10/7,23
ºÚC53935,Model C,CZG0Z2WX6Z59RAART,2023/4/15,93
ºÚX12641,Model C,II68I2J14OU7BSTYB,2020/12/1,75
ËÕJ87613,Model D,87WNP9UQH2MFLW4S6,2023/9/2,32
ÃöQ75403,Model D,55XSCHT0MD3JCOJHF,2021/7/18,78
ÇàW93098,Model B,NCJURD1H9AH6C36SV,2019/4/5,70
ËÕI72323,Model C,PMS0SLGEYCSYZ0O3G,2023/1/11,45
ÃÉN59550,Model C,83HOT3CLY2EZGTA50,2017/8/8,23
¹ðE09803,Model D,6WXTXR4LF41VTBOQP,2021/11/28,64
¸ÊA27006,Model D,672S3ECSZM2TAQTHG,2015/5/18,3
ÁÉP06287,Model B,S22CP01OHTWYAM4YX,2017/7/8,7
ÃöA73089,Model B,CNC9CFV91KYCLYKJM,2020/4/26,75
ºÚT55233,Model C,M6UG649T77YG8A0JQ,2018/10/24,55
ÍîI63080,Model B,TP8FLFEL307N09UG2,2018/1/17,25
»¦R51406,Model D,59ZYBPLRP2ANGZRO0,2023/2/1,95
¸ÓS33744,Model B,ULCBIAC57D2PSL8KZ,2021/8/3,77
¼½I14960,Model A,BHB590OKJ8MBJVWZV,2017/11/20,96
ËÕJ95079,Model C,66QUGN4ISUZ2OWEUA,2022/11/2,51
¶õU26595,Model B,CL75G2WC4WOUYSSXM,2020/8/9,95
¹óW09396,Model C,F0CMRSXXA8QFK1VM2,2020/1/6,46
ÏæN08425,Model C,CGHT7R1DZT1MVMPPO,2017/11/22,88
¼ªO86044,Model D,E7YZ8QLP35OM76KQ9,2023/8/17,78
¹ðM33217,Model A,DT234KLA8CPNZW87O,2023/8/24,27
ºÚS58533,Model B,74Y9HJALY0678UQWO,2015/10/19,75
¹ðV22011,Model B,5RCURHF7S89QK25VE,2017/10/12,47
ÇíQ31342,Model D,28BUSZCVG2KPLKW13,2020/8/13,70
ÃöV60431,Model D,1LNTUGCX7S5SSBZHP,2016/9/14,90
ÃÉV99172,Model A,9XIKPOUIWHSISO3MZ,2022/4/19,23
ÏæZ73190,Model B,MF3GPA92W3TMEL50G,2019/3/21,82
´¨M71199,Model C,RRY9G1N1ITLPBF3XK,2016/9/3,98
ºÚG47715,Model D,3VFSSUBEN98S7SBKU,2017/8/16,18
¼ªP07771,Model A,UW1EWOSO0RN5QZAOD,2016/1/9,49
Â³K33551,Model B,XRSBETC0F9PHCDF8D,2016/6/3,28
ÉÂD89611,Model D,SHA83TXFWP51ZXNAF,2020/6/11,11
¶õS30236,Model D,F8NNCANVBAUFEY8KM,2022/2/27,61
ÍîR66213,Model B,1869SSFQM0441O7P1,2015/4/28,93
¾©F04891,Model D,EE9MAZ4T7RZZSH1MO,2017/4/7,53
¾©W78284,Model A,QA0IMDKR56X0PSWFO,2021/2/6,81
ÃöI04133,Model B,HYYT6B72IWZZ9HY8H,2021/8/25,14
½úB06493,Model C,CNUBZL5IZUGC13TKF,2023/3/24,77
ÏæX99160,Model B,LXZGHXXJE83O2FBQP,2015/11/25,19
ºÚY71260,Model A,205KS10GFYY8PEW3R,2015/6/24,34
ÐÂN94143,Model B,8I02PZUP6P73397IF,2022/1/3,40
ÁÉG62203,Model B,FEFIYIDF1YL13H8KI,2018/8/19,94
ÓåW98826,Model B,9B91LILLLOP028XMO,2020/9/25,75
²ØY53114,Model C,E6MKK8VOQ6VCYMDAH,2020/6/9,79
ºÚS74180,Model C,4C2CCEZ5MK1SS0FDE,2016/5/2,96
¹ðP38641,Model A,U9F8MGL5FEV17S77U,2022/5/16,44
ÄþÔÁP92335,Model A,OSVRRFJM8M0N49II2,2022/11/13,50
Â³Z27644,Model D,9G2ZLJB2WMMNHASQU,2016/5/5,98
²ØZ39535,Model D,GVX106ACG9UK61120,2015/8/13,73
ÄþÔÁB36526,Model A,J10OZPIJWDRC17W7R,2020/4/20,65
½úF92786,Model A,Y9HGSU726BG52ZIKA,2020/3/26,31
ÓåB01390,Model A,ODEOX7I7MY7DTLVNQ,2023/4/26,8
¾©E51355,Model C,3L34O2TYJQJJKAKLP,2021/2/15,59
ÓåT99721,Model A,SPH1GWM6XB4KAT5LC,2016/8/12,43
ÏæU22267,Model C,98A8ROM6EPGBGPYA9,2020/6/9,87
ºÚW29899,Model C,PHFWPBGVAN1RCRQV3,2015/9/6,1
²ØB12617,Model D,C0AQ5UJFB7L1T19ZO,2018/8/23,66
¾©G60147,Model D,VTI3U2J4OCTH3HTYZ,2020/6/28,3
ÉÂP97757,Model A,T6MUT1MW9C5SC3WTC,2020/11/26,67
ÏæI66737,Model A,AFTZPVSRGGSJ8QPQT,2017/10/17,32
ÇàA47689,Model B,FJ94Z39FV67KVNDFO,2019/4/1,21
ÇíV05604,Model D,82TV44CTZWCIAN6NW,2015/3/8,50
ÃöQ84899,Model A,7U1AN2EPF8Z5NOXKK,2020/3/14,96
¼ªK07241,Model B,6DXZ1VYD1IDDI2CT1,2021/1/7,43
¼½M61764,Model D,BM5TJ7LOZ47OO8U0O,2018/7/24,77
ÏæC53566,Model D,LNXZIXM894Z2GDXG8,2021/10/11,93
ÄþÔÁV69189,Model C,YZKIRUZ9EJQKQBW8D,2017/6/16,77
²ØL67613,Model B,ZKKB8LJL4VXUEWSO8,2017/9/12,16
ÁÉD05182,Model C,B77UI2BWIN2IDJV93,2023/6/3,48
¸ÓJ56979,Model C,S8FPBN6P6UQWTD09M,2017/5/16,58
¼ªY43183,Model A,U2438GPPDW8AMERXC,2020/8/16,62
²ØD80081,Model B,EDUICEU9POEKFKJK6,2019/7/9,83
ÕãE25658,Model C,B9TQZ83NHPBAUKP9Z,2022/1/19,42
½úV39749,Model C,LUBXACLUBZIV2AYYS,2016/10/5,89
½úC13296,Model A,C3T6829VAEWEYCPYI,2017/8/20,1
¶õJ56537,Model D,2RFKW32DJY4D5E67O,2019/8/10,59
½úM69114,Model A,H51MA3WGRYP21XL28,2018/7/5,89
ÁÉH40551,Model A,DGK4ED6V17TUSYJJE,2017/12/11,33
¾©L39512,Model A,FEYLJHOD8XEBOPE3X,2018/4/6,51
ÉÂL56849,Model B,BWAFLOWDT3V1XP7T4,2018/5/13,69
¹óX27048,Model B,2LUSXKXD92Z1RJTO5,2020/2/19,49
ÔÆK34969,Model B,RBH9CSMN1I9JTQG9P,2022/8/7,11
ÄþÔÁS49436,Model C,0562GOC7NR3KT3A1M,2015/12/24,36
¸ÊK38885,Model D,3K1SOL82YDELXQKL5,2015/1/10,36
¾©R42007,Model B,263643NDQSK7HP0W9,2016/7/10,28
»¦S53056,Model B,PIEQDUMM8YB0UFR7E,2021/10/10,30
»¦T05255,Model D,XXGNWNZ9TIDUOK32D,2019/3/6,82
ÍîV76214,Model A,4IYFGAHZ75ZHUL6HO,2018/8/19,76
¼ªB35359,Model D,QH5J92F206KKRUJ92,2016/7/6,98
ÏæC44501,Model D,WONEC7EGZPH9YGBTH,2016/11/28,74
²ØM28470,Model C,4940I8C1ANDNZ84WH,2020/4/13,23
ÍîV59529,Model D,91TCXO5ISGQTGLDGY,2016/4/19,22
ÉÂW66268,Model B,BGUBKY8KJNK2M5I3R,2017/5/14,64
ÉÂF38835,Model B,HKEYQN3Q8WTB285KW,2018/1/20,79
ÃÉF30644,Model D,3O7D8SW4LYF8FKHHA,2020/4/27,53
ËÕA36787,Model C,ZNL6XNYVDBGPROO66,2019/9/10,9
¼½O87251,Model B,3FY6ODN0T5A5S6X69,2023/5/8,66
²ØB72199,Model B,510EQM7LFGV2LY1L8,2020/5/5,33
ËÕI49249,Model C,AS94ZS8628SKG8905,2023/8/24,10
ºÚP45720,Model D,Y23QWG02HZAUUJZUR,2023/10/15,19
ËÕM20440,Model B,UJNSR4I0DUJU8B1C1,2018/7/2,14
ÓåA57499,Model C,G2AJGUKU5O98KP2T5,2022/8/7,100
ºÚU38298,Model A,8ER54LP5SZDXJU3J8,2020/8/19,38
¸ÓU18070,Model A,0NRIITHZCIQNFM33P,2023/8/23,1
Â³O80009,Model A,2W1ENO3YJQVT3LHKG,2021/4/11,92
ÍîK19816,Model D,30HICKU1XDJFR0QBG,2021/7/25,63
ËÕE38332,Model D,0Y3T368DF0PMPZ64Z,2016/8/1,63
ÇíJ56173,Model B,E4M21ELREQHJ8VVAS,2021/6/13,71
¼½T53707,Model B,FIOMSVHT5J6JQEMHG,2016/12/22,77
ÐÂG44256,Model D,1DD4HMCNYC3WF7O2J,2015/5/2,5
ÉÂK47074,Model C,QWTAT5S3OKYUW1DDX,2022/3/24,51
¹óB69238,Model C,ANWG5ON6NZR74HNUP,2020/1/17,83
½úU10107,Model B,26PWA3P2H38IFGMW6,2019/12/1,99
ÇíA97716,Model C,RDU9YC7N67SDQDY5F,2016/12/9,14
¼½R52705,Model D,ZKMK13YRB6DJLENZA,2021/2/3,21
Â³K00470,Model D,2JK3MPBC39Z2W43UF,2019/11/5,77
ÇíP03087,Model C,A777RZV9H1YREN3O9,2015/12/8,75
ºÚL23784,Model D,OT7ZWO4Z1OSRJTR8Q,2016/12/19,71
ÕãW49932,Model D,5G1N09W18VY477TWA,2015/6/28,69
¹ðE10505,Model D,BA870C9L5P7VCWXQ6,2021/3/9,4
¼½B42982,Model A,BFEK9CX3958GH3SD0,2022/6/20,1
»¦X28370,Model D,EBD3HCGAA2RUWMKXH,2023/2/27,24
¼ªE56187,Model D,SXTE5IX5HGCOAFJLG,2019/1/20,82
ÉÂD45436,Model B,0SIAMEW4XWH37LKTG,2021/2/9,1
²ØY13259,Model D,IABBEG2NUU2HW0016,2017/7/22,31
½òV77797,Model D,S0CENN0LJ4AUK8ILA,2015/3/28,87
Ô¥U39005,Model D,NN5VNHCL261G84PPR,2016/11/20,87
ÉÂL92449,Model D,2UGDX1NQTDT1593JF,2018/5/1,40
ÉÂU70521,Model A,2OAM38CUTZOT89PCB,2020/9/14,80
ÃÉB28972,Model C,TDUCYOBAENCG73Q48,2015/2/2,15
ÄþÔÁH53144,Model A,KK8MNCJ34FBIDK4CM,2021/6/17,82
»¦D54236,Model A,T96QMR63S4MH0A79L,2022/3/17,45
ÁÉP83167,Model B,A21BKN8IJ7LPGDF9C,2016/6/13,77
ÇàF65147,Model A,IPVLVIQJ6QNNX48A0,2017/5/26,100
²ØX41628,Model D,XRVICIHNWE1OV44W6,2016/1/1,70
ºÚM21046,Model D,2EXP4HL6M1GL7MWGD,2022/10/4,26
ÕãC41447,Model B,CGIB2CN3K4A90R7KM,2019/7/6,70
Â³Z47003,Model A,NLC7LJ4SRVS17QTFS,2023/8/25,70
²ØU44495,Model C,D6W0S5HA9RCZEP626,2020/10/18,75
ÉÂY78520,Model A,92SY9MQZB1ZRUPYQK,2021/1/19,68
´¨L59064,Model B,UQ7M67V7HOQBVSHC5,2015/8/11,54
¹ðK77545,Model D,OBWALCSOAYLACXL3L,2021/5/26,19
¸ÊW67874,Model C,7YOP66JJJDPNQYEXB,2016/2/9,44
ºÚV76893,Model C,0HOJGQRTKPSAC3L85,2022/12/28,8
ÉÂS40938,Model A,D0R66JJABPPX0P9AP,2015/1/8,20
ËÕO03182,Model B,53XX5D520VI400MPJ,2020/10/22,55
ÃÉC80672,Model C,1LKWYLQW6PFL6R5AR,2018/7/16,98
ÍîD45983,Model A,C7PAXI8ZU6KO2I87J,2018/9/28,26
Â³N98460,Model C,DR2L2RDVKN5561SHE,2019/5/4,27
ÍîC31768,Model C,TMHRFHQ3U858AUF6Q,2015/6/17,2
ÇàJ66246,Model D,8MV91Y398V9CT6MZB,2019/6/3,36
¼½V56495,Model A,ZTGCTJ2FGHPYD0NTL,2020/12/26,36
ºÚZ47809,Model A,Z24YS04GF9F8YN5QZ,2023/11/23,64
ËÕO33720,Model B,CEJWLJYB6ARQJ46P5,2021/4/13,55
ÃöJ53955,Model B,CG0XKHBVQBISJTOKH,2023/2/25,96
½òT92510,Model D,B5WFIKSCCDGLNVWZ8,2019/8/23,63
¼½P67466,Model D,SO2I2Y064PDABMU75,2023/5/27,70
ÃÉF94241,Model A,BDXK7HJYSPWJQN6RD,2015/8/19,3
ÃÉX12154,Model A,MPF9IWJ04XALVQIAS,2019/5/22,42
¸ÓW58040,Model B,TP8LPDQI2W4R2RRTW,2023/1/14,27
ºÚG13045,Model A,PG0FYIS0GG5VXFVJV,2023/8/11,28
»¦L54557,Model C,DGV0Y4C7GGG0LM8QH,2020/4/12,59
ÍîD81824,Model B,P09M92H36Q2IRZ5K6,2021/10/5,3
¼ªE61752,Model A,WT6AS2W4IM48CLWJC,2015/7/16,10
¹óG80589,Model B,BM9VWFVHOP84TFG45,2015/6/27,47
ËÕK30820,Model B,2NGW2VYH7FXQX6DHS,2022/9/21,45
ÄþÔÁW66103,Model C,KEY6WU5MF5TX4KTZK,2018/10/25,34
Â³N84476,Model B,FSA1SSD32MNMK6YRJ,2021/11/3,26
ÉÂC19348,Model C,MYY4UYQYEYCCGN60X,2022/4/28,44
¸ÊC24910,Model B,SUO5XKKDG7AHUHE7I,2020/1/27,76
¸ÓQ71076,Model C,CNOER212J78CKU7YD,2019/8/8,80
ËÕU60861,Model A,MEJTHE5RCLMCETICI,2022/8/7,79
ÃÉO47279,Model A,JRKUW84TKTH5BXVEV,2017/12/1,1
»¦Q76695,Model C,4E9C24OEGVKF49WTP,2020/1/10,30
ÏæY98991,Model D,7R2TYBBF2DY7WYQRL,2019/10/6,82
ÓåV68117,Model C,GWLJB1U51WT72PZJE,2022/3/7,40
½òO65043,Model C,4QCIU90LAJ1JH2OTJ,2021/9/19,24
ºÚF05777,Model C,YZL0S45ZAP87PE832,2022/4/25,70
ÉÂV14243,Model A,YJGZ9DD5ZP9ZHSQ4M,2018/4/21,98
»¦E19797,Model A,OKXY26DH658197FJU,2018/5/2,28
Ô¥P14676,Model A,Z9MCK34SQYB9D5MF0,2021/6/13,85
ÇíV32377,Model D,3OG5CX5BA068RIMH7,2017/10/15,59
ÇíF86599,Model A,NMK9WZ8M6Z7WSMMRU,2018/12/28,51
¶õB75486,Model C,DK7GV5G37TNF71X8Z,2020/7/19,25
¼½V44032,Model A,787W94RWCZSDQ8PSG,2019/2/20,40
ÃöL96006,Model B,GYQFC5Z0OSU7EKUL2,2022/8/2,41
¸ÊA64875,Model D,SICHWVTO7C2GMMJ7O,2020/5/21,99
¶õB31977,Model D,8C2WV16IHWTPB8IRD,2018/9/8,58
ÍîV66728,Model D,PFSCF495AYVYT4DA6,2016/7/11,22
¸ÊU34763,Model A,JAGA5NQI3NEJQWPLT,2018/6/11,53
Â³R20233,Model A,GOL0H3T3531FDEVA0,2023/5/26,75
ÍîT07421,Model C,G5QEWRXANA51ZQDE8,2018/7/23,65
ÏæK08409,Model D,X7GNYJZNYEB0U6QY1,2018/2/13,43
´¨C73208,Model D,GSNQQXZPEMFLZS4OJ,2023/2/10,24
²ØX26780,Model D,TPZUSNDLSC037SVXB,2017/8/9,6
²ØT60786,Model B,9Y7I8THGUEY37CVSK,2023/12/14,74
ÐÂC07394,Model B,QBD6PVD6DTE7MJZRG,2020/2/1,28
¼ªQ26305,Model B,HSW0OX89W8FR7HQ9Q,2023/11/19,74
´¨W93781,Model A,5V7BWWKDS52HXCPZD,2021/9/8,39
´¨P48531,Model A,04W5JVSSJ5WSESSKN,2018/4/28,77
½òS44140,Model B,OOMGXML2O75U8LV3J,2022/4/25,2
»¦Q78971,Model B,JUKO84KSV3XEN51Z1,2017/11/18,1
ËÕE77582,Model C,OI855HAWDOWD6FKMA,2023/3/25,22
ºÚQ02906,Model B,FM1SUPPR0YU0C13YE,2019/6/27,71
Â³C20501,Model A,9FQOOYGD8DB1Q3AGI,2023/11/19,5
¾©D75852,Model A,ZR33XJNMLUFYSV2QN,2015/6/10,2
ÓåB69374,Model C,OMK03HIO9O1K6ZOA9,2016/8/3,15
ÍîI98069,Model C,NGNWY3VLR8UH7XXRK,2019/11/19,31
¶õD93080,Model A,C9QKU7G94H0LNFJ3W,2017/10/14,90
ÕãD56667,Model A,J7EGLEHLC6R9NXYWL,2020/7/13,81
¼ªG24925,Model C,ILABF8ZHUCFN7ZM5B,2019/5/15,12
ÓåD06183,Model D,SP4DSDX3DGW1623RZ,2015/11/9,80
ÔÆH91026,Model C,PY6YNF4W20JM212IY,2015/9/13,61
Ô¥Y69921,Model D,MCJC6NKOJCERZY2L5,2021/11/25,48
ÉÂS16674,Model D,RI0CU63CH6F1SDJ7H,2020/3/26,8
ÃöV12146,Model B,GIWGYL0O7T6CIKQI0,2017/6/20,90
½úD27905,Model C,WSDJ3LPI8P47ALU13,2017/8/20,41
¹óF69418,Model B,KMHKEQGU3V7N7D5PR,2015/9/6,19
»¦L57940,Model D,AQ2F2H6O9S7X1HQV6,2021/2/22,47
¹óZ42750,Model B,HMI9AP1D1S1UKMU5X,2016/11/11,8
ÕãF15231,Model B,TQ37Q86J5C36CI8LR,2018/10/2,77
½òY26398,Model C,7GH5VMURUPDER35IJ,2020/4/23,20
¹ðH41813,Model C,UUP2VRGH44V92DTEH,2018/10/13,23
²ØN86183,Model B,CRQYE5G31AX6S79M7,2015/8/9,63
¼ªO61882,Model A,J51TYEN5OJ2TVS0H1,2016/11/16,9
ÇíI08865,Model A,OZ6L0WK7D89APW92G,2023/1/14,33
ºÚH37885,Model D,HLEXS9PZZTCPOX2CI,2018/8/8,42
ÐÂE01544,Model D,K2SWMRPJB4ZK0GL71,2018/3/15,68
¹óZ82652,Model B,Q9JYX9RX6L4CJ668P,2022/7/22,20
ÓåF36338,Model B,DD9OXOJ5PF1SRPXB0,2017/8/2,57
ÍîN46905,Model D,B9ZBH968Y6MRNFZ0Y,2017/7/6,44
¶õV19920,Model A,W7JXER5QNQW40TWSC,2020/7/13,44
²ØP36028,Model C,ZRAZZ654G8F2CO657,2021/10/27,24
¾©H88313,Model D,RBZFA0X41HTR4CKW4,2016/4/17,36
ÇíJ21030,Model D,FP92YOATYWCEJB7F4,2018/6/14,63
ÓåI96998,Model A,CKL1O47ANEEHHHVSQ,2020/1/9,66
ÓåU03198,Model D,K0T8C3T22BM3KNYKM,2016/4/6,91
ÓåF43669,Model B,QSYEKGE7SK19THNP6,2018/4/9,19
ÉÂV71991,Model D,TH2W8JT9YS01RITJ4,2020/7/15,22
ºÚE66607,Model A,Q7HFFCHMAI59SNR38,2021/12/18,47
¼ªO50020,Model D,R4IWYC4ADAILS25H3,2021/6/22,74
ÇàJ42713,Model A,GW9UHRUYG4XHHH78A,2018/6/25,97
¹óQ08024,Model B,XMSAKB6JAUC2TX7VJ,2019/7/23,71
½òG48418,Model C,3WN4DHE5PGQ0Y0PYN,2021/3/25,100
ÍîL40521,Model B,XCQCEN7OKRRTN03D7,2019/8/25,79
²ØB16895,Model D,9KCQXQSK15EGK4BE3,2018/12/9,85
½úB19934,Model C,SFTXVJMBJBCVC7M3Z,2022/4/13,11
²ØI50262,Model A,AA3A3GU2W146DO996,2021/11/5,37
ÁÉM68135,Model A,EZ12OQMXW8QGEIFB1,2017/3/27,82
Â³Z20219,Model A,4P4F97G6EL2ELIARC,2020/11/27,92
ÔÆQ86502,Model C,N3FM9IR7DXR1796IH,2023/2/22,35
´¨V46781,Model A,JFZAB1R60NGEG3DCN,2016/2/26,21
¼ªG73367,Model D,OQC5LUGN83HRRSCXM,2019/1/5,77
²ØP07675,Model C,87KYGBPU59961DMGA,2023/5/14,83
ËÕL85492,Model A,6AXZ4ZXDBBNQOW3RP,2021/8/25,53
½òK73183,Model A,N9O0JKG77O4NCXIJV,2021/8/7,28
ÉÂH66756,Model B,18REZ8ZS9G3EJR0V5,2021/11/6,8
ÁÉJ75222,Model D,205IBXWJ9I5PXP7J8,2021/10/13,94
¸ÓN87929,Model B,X72DR3PJQXYSHGHWL,2021/3/20,66
¸ÊM36093,Model C,Y2JDDWWKXIS9SZN6I,2020/4/14,85
½úX07363,Model B,P5TCYIE8J106R7205,2019/8/21,31
